문화시설명,주제분류,문화분류,주소,자치구,행정동명,행정동ID_8자리,위도,경도,무료여부,관람시간,휴관일,객석수,전화번호,홈페이지,매칭거리_m,매칭품질
동작문화원 사당분원,문화원,공연시설,서울특별시 동작구 사당로8길 9,동작구,사당제5동,11200670,37.4847166890579,126.969612565338,무료,,정보 없음,,02-3486-5747,http://www.dongjaktv.net/dongjaktv/dongjaktv_map.aspx,33.2,양호
사당문화회관,기타,기타문화,서울특별시 동작구 사당로8길 9,동작구,사당제5동,11200670,37.484714436886,126.969613923049,무료,- 평   일(월~금) : 06:00~22:00  토요일 : 06:00~21:00 / 일요일(1주) : 10:00~19:00,법정공휴일 및 일요일(월 첫째주 일요일만 운영),,02-588-4111,https://sports.idongjak.or.kr/home/59,33.2,양호
사당솔밭도서관,도서관,도서관,서울특별시 동작구 솔밭로 86,동작구,사당제5동,11200670,37.4840814153041,126.967350718793,무료,,"매주 월요일, 법정공휴일",,02-585-8411,https://lib.dongjak.go.kr/dj/html.do?menu_idx=76,29.9,양호
숭실대학교 한국기독교박물관,박물관/기념관,전시시설,서울특별시 동작구 상도로 369,동작구,상도제1동,11200530,37.4964289688636,126.955157917408,무료,,"주말, 공휴일 및 임시공휴일",,02-820-0752,http://museum.ssu.ac.kr,110.1,양호
김영삼도서관,도서관,도서관,서울특별시 동작구 매봉로 1,동작구,상도제2동,11200540,37.5054736143919,126.949967197122,무료,,"매주 월요일, 법정 공휴일, 관장이 필요하다고 인정한 날",,02-827-0557~8,https://lib.dongjak.go.kr/dj/html.do?menu_idx=194,119.4,양호
동작문화원 동작본원,문화원,공연시설,서울 동작구 장승배기로10길 42 동작문화복지센타,동작구,상도제2동,11200540,37.5044455276,126.941088352368,무료,,"토,일,공휴일",,02-822-8500,http://www.dongjaktv.net,52.7,양호
국사봉숲속작은도서관,도서관,도서관,서울 동작구 양녕로23길 27 국사봉숲속작은도서관,동작구,상도제4동,11200560,37.4954335061088,126.940590178496,무료,,"매주 월요일, 법정 공휴일",,홈페이지 참고,https://lib.dongjak.go.kr/dj/html.do?menu_idx=84,18.8,양호
상도어울마당 아트홀,공연장,공연시설,서울 동작구 성대로 180 지하 1층,동작구,상도제4동,11200560,37.4992554654409,126.940372169449,유료,,"매주 일?월요일, 법정공휴일",,070-7204-3291,https://www.instagram.com/idfac_eoulmadang_arthall/,61.5,양호
약수도서관,도서관,도서관,서울특별시 동작구 양녕로22바길 64,동작구,상도제4동,11200560,37.4978848839737,126.947455522317,무료,,"매주 월요일, 법정공휴일",,02-823-1907,https://lib.dongjak.go.kr/dj/html.do?menu_idx=81,42.7,양호
신대방누리도서관,도서관,도서관,서울특별시 동작구 신대방1다길 19,동작구,신대방제1동,11200690,37.4860651685197,126.905885428932,무료,,"매주 월요일, 법정공휴일",,02-849-8588,https://www.instagram.com/sdbnuri_lib,40.0,양호
동작아트갤러리,미술관/갤러리,전시시설,서울특별시 동작구 보라매로5길 28-1,동작구,신대방제2동,11200700,37.4937925089905,126.923108368608,무료,,"매주 일?월요일, 법정공휴일",,070-7204-3257,https://www.idfac.or.kr/sub_new/menu02_01_01.php,80.9,양호
까망돌도서관,도서관,도서관,서울특별시 동작구 서달로 129,동작구,흑석동,11200710,37.5051202142839,126.960611023195,무료,,매주 월요일 및 법정 공휴일,,02)815-3701,https://lib.dongjak.go.kr/dj/html.do?menu_idx=226,56.6,양호
까망돌어울마당 아트홀,공연장,공연시설,서울특별시 동작구 서달로 129,동작구,흑석동,11200710,37.5051202142839,126.960611023195,무료,,"매주 월요일, 법정 공휴일",,070-7204-3240,https://blog.naver.com/dongjaksaran/224088918439,56.6,양호
원불교 소태산홀,공연장,공연시설,서울특별시 동작구 현충로 75 1층,동작구,흑석동,11200710,37.5097590855867,126.963859317475,무료,,프로그램별 상이,,02-815-3460,http://sotaesanarthall.com/index.php,90.6,양호
마포문화원,문화원,공연시설,서울 마포구 백범로 227 공덕동자치회관,마포구,공덕동,11140770,37.5422338474855,126.955511259347,무료,,"토,일 법정공휴일",,02-312-1100,http://www.mapocc.or.kr/,56.8,양호
서울마포음악창작소,공연장,공연시설,서울특별시 마포구 마포대로 지하 238,마포구,공덕동,11140770,37.5550704891351,126.957534741247,유료,,"매주 일, 월, 법정 공휴일",,02-3148-6071,https://mapoindie.or.kr/index.asp,18.4,양호
마포아트센터,문화예술회관,공연시설,서울 마포구 대흥로20길 28 마포아트센터,마포구,대흥동,11140600,37.5499060881738,126.945533810385,무료,,공휴일 09:00~17:00/매월 마지막주 일요일 휴무,,02-3274-8600,https://www.mfac.or.kr/,41.1,양호
서강대학교 박물관,박물관/기념관,전시시설,서울특별시 마포구 백범로 35,마포구,대흥동,11140600,37.5514693075541,126.943024997981,무료,"10:00~12:00,13:00~15:00","토,일요일국가공휴일방학기간",,02-705-8215,없음,153.3,양호
WWW SPACE,미술관/갤러리,전시시설,서울특별시 마포구 망원로6길 37 지하1층,마포구,망원제1동,11140690,37.555283006064,126.90378758952,무료,,"매주 월,화",,0507-1410-7241,https://www.wwwspace.kr/,23.0,양호
별관,미술관/갤러리,전시시설,서울 마포구 망원로 74 2층,마포구,망원제1동,11140690,37.5572258907747,126.904979777478,무료,,없음,,0507-1305-1459,https://outhouse.kr/,62.1,양호
콘서트홀 나누,공연장,공연시설,서울특별시 마포구 망원로 66 지하1층,마포구,망원제1동,11140690,37.5570633622985,126.904213331243,유료,,공연없을시 휴관,,없음,https://m.blog.naver.com/cocnert_nanu,23.8,양호
구립마포청소년문화의집,문화원,공연시설,서울시 마포구 상암산로 1길 67 마포청소년문화의집,마포구,상암동,11140740,37.580322292061,126.883846326651,무료,,정보없음,,02-303-1380~1,http://www.mycc.or.kr,60.6,양호
디지털 파빌리온,미술관/갤러리,전시시설,서울특별시 마포구 월드컵북로 396,마포구,상암동,11140740,37.5794283422818,126.889782954548,무료,10:00~18:00,"토요일, 일요일",,02-2132-0501,https://kovac.modoo.at/,130.2,양호
서울시립 난지미술창작스튜디오,미술관/갤러리,전시시설,서울특별시 마포구 하늘공원로 108-1,마포구,상암동,11140740,37.56907059409881,126.87892209519516,무료,전시없음,"1월 1일 , 매주 월요일",,02-2124-8800,https://sema.seoul.go.kr/kr/visit/nanji_residency,970.1,확인필요
에스플렉스센터 ,기타,기타문화,서울특별시 마포구 매봉산로 31,마포구,상암동,11140740,37.5757269662412,126.889972593033,무료,,없음,, 02-3470-1531,https://news.seoul.go.kr/gov/archives/530214,121.5,양호
한국영상자료원,기타,기타문화,서울특별시 마포구 월드컵북로 400 한국영상자료원,마포구,상암동,11140740,37.5804510730532,126.88989352596,무료,," 매주 일, 월요일, 1월 1일, 설/추석 연휴 및 특별한 사유로 원장이 지정하는 날",,02-3153-2001,http://www.koreafilm.or.kr,217.5,주의
한국영화박물관,박물관/기념관,전시시설,서울특별시 마포구 월드컵북로 400,마포구,상암동,11140740,37.5806561786855,126.889839335259,무료,"화~금 10:00~19:00, 토~일 10:00~18:00","매주 일요일, 월요일, 1.1, 설/추석연휴, 창립기념일(1.18), 근로자의 날(5.1)",,02-3153-2072,https://www.koreafilm.or.kr/museum/main,198.7,양호
광흥당,박물관/기념관,전시시설,서울특별시 마포구 독막로21길 15,마포구,서강동,11140760,37.5486522177452,126.928706582608,무료,,홈페이지 참조,,02-322-4450,http://www.mapocc.or.kr/page/page5,39.8,양호
마포구립서강도서관,도서관,도서관,서울특별시 마포구 독막로 165,마포구,서강동,11140760,37.5477347268018,126.932061794829,무료,,"매주 화요일, 법정 공휴일",,02-3141-7053,https://mplib.mapo.go.kr/sglib/,74.2,양호
탈영역우정국,기타,기타문화,서울특별시 마포구 독막로20길 42,마포구,서강동,11140760,37.5469505567011,126.927612357085,무료,,월요일 휴관,,02-336-8553,http://ujeongguk.com/,28.8,양호
포스트극장,공연장,공연시설,서울특별시 마포구 와우산로 148,마포구,서강동,11140760,37.5541249044242,126.929648387272,유료,,홈페이지 참조,,02-337-5961,https://changmuartcenter.com/,33.7,양호
프로타주 갤러리,미술관/갤러리,전시시설,서울특별시 마포구 독막로15길 12,마포구,서강동,11140760,37.5483662558053,126.922303660865,무료,,정보없음,,02-365-2038,https://www.frottagegallery.com/,28.5,양호
KT&G 상상마당 홍대 갤러리,미술관/갤러리,전시시설,서울특별시 마포구 어울마당로 65,마포구,서교동,11140660,37.5509576951977,126.921063042067,유료,,매주 월요일,,02-330-6229,https://www.sangsangmadang.com/main/HD,38.4,양호
갤러리99,미술관/갤러리,전시시설,서울특별시 마포구 홍익로 5-1,마포구,서교동,11140660,37.5531134735776,126.923605730907,무료,,휴관일 없음,,02-322-0199,https://www.instagram.com/gallery99_official/,64.9,양호
레드로드발전소,기타,기타문화,서울특별시 마포구 와우산로37길 35,마포구,서교동,11140660,37.5564381192339,126.929035860751,무료,,없음,,02-3153-1633,https://www.mapo.go.kr/site/main/home,7.2,양호
미디어 아트 갤러리 언더독뮤지엄,미술관/갤러리,전시시설,서울 마포구 양화로12길 8-7 B1,마포구,서교동,11140660,37.5516642144107,126.917959241088,유료,,특정 지정일,,02-336-0423,https://www.underdogmuseum.com,116.5,양호
베짱이홀,공연장,공연시설,서울특별시 마포구 독막로15길 3-12 NJ빌딩 지하 1층,마포구,서교동,11140660,37.5484676511038,126.921535972496,유료,,홈페이지 참조,,02-322-4241,https://www.bezzang-e.com/,54.8,양호
복합문화공간 홍대스페이스M ,기타,기타문화,서울특별시 마포구 양화로15길 17 4층,마포구,서교동,11140660,37.5545446275941,126.919022842484,유료,,없음,,02-6080-4587,https://hongdaespacem.modoo.at/,80.6,양호
서울생활문화센터 서교,기타,기타문화,"서울 마포구 양화로 72 효성해링턴타워 지하1층, 지하2층",마포구,서교동,11140660,37.5508138163956,126.916493990351,무료,,"매주 월요일, 설날 연휴, 추석 연휴",,02-336-7531,https://seogyocenter.or.kr/,43.9,양호
서울특별시교육청 마포평생학습관,도서관,도서관,서울 마포구 홍익로2길 16 마포평생학습관,마포구,서교동,11140660,37.5543219169157,126.924204080661,무료,,"매월 둘째, 넷째 월요일, 법정공휴일",,02-2137-0071,https://mpllc.sen.go.kr/,46.8,양호
소극장 산울림,공연장,공연시설,서울 마포구 와우산로 157 지층 소극장 산울림,마포구,서교동,11140660,37.5550832990905,126.930109457636,유료,,메주 화요일,,02-334-5915,http://www.sanwoollim.kr/,67.0,양호
신한카드 SOL페이 스퀘어,공연장,공연시설,서울특별시 마포구 양화로 45 메세나폴리스 2층 신한카드 SOL페이 스퀘어,마포구,서교동,11140660,37.5515008030203,126.91395024016,무료,,정보없음,,1644-2961,http://www.solpay-square.com/,38.5,양호
아트스페이스공작,미술관/갤러리,전시시설,서울 마포구 동교로19길 56 102호,마포구,서교동,11140660,37.5578258360317,126.917142026143,무료,,매주 월요일 (전시 일정등 유동적),,없음,없음,102.3,양호
연세대학교 김대중도서관,도서관,도서관,서울특별시 마포구 신촌로4길 5-26,마포구,서교동,11140660,37.5569823830529,126.929590018517,무료,오전 10시~오후 6시,"주말, 법정공휴일",160,02-2123-6890,https://www.kdjlibrary.org/,42.5,양호
온수공간,미술관/갤러리,전시시설,서울특별시 마포구 월드컵북로1길 74,마포구,서교동,11140660,37.5534884539757,126.917814194047,무료,,매주 월요일,,070-7543-3767,https://www.onsu-gonggan.com/,42.9,양호
이한열기념관,박물관/기념관,전시시설,서울특별시 마포구 신촌로12나길 26,마포구,서교동,11140660,37.5550435661865,126.933865358054,무료,,공휴일,,02-325-7216 ,http://www.leememorial.or.kr/,38.3,양호
최규하 가옥,박물관/기념관,전시시설,서울특별시 마포구 동교로15길 10,마포구,서교동,11140660,37.5553406594108,126.9149234149,무료,,"매주 월요일 휴관/ 1월 1일, 추석 당일, 설날 당일",,02-3144-2038,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S231222143146007849,115.6,양호
크리스프 웨지,미술관/갤러리,전시시설,서울 마포구 양화로8길 32-17 지하 1층 크리스프 웨지,마포구,서교동,11140660,37.5493590071323,126.916412664084,무료,,"매주 일, 월요일 (전시에 따라 변동, 인스타그램 @crisp_wedge 참조)",,없음,https://www.instagram.com/crisp_wedge/ ,47.3,양호
폼텍웍스홀,공연장,공연시설,서울특별시 마포구 잔다리로3길 34,마포구,서교동,11140660,37.5506957017413,126.917916281049,무료,,정보없음,,0507-1402-3644,http://www.workshall.co.kr/,25.4,양호
홍대 롤링홀,공연장,공연시설,"서울특별시 마포구 어울마당로 35 지하 1층, 2층",마포구,서교동,11140660,37.5484975164949,126.920120953258,유료,,연중무휴,,02-325-6071,https://www.rollinghall.co.kr/default/index.php,13.3,양호
홍대갤러리 키르큐펠,미술관/갤러리,전시시설,"서울 마포구 와우산로25길 26 1층, 2층 홍대갤러리 키르큐펠",마포구,서교동,11140660,37.5544389044835,126.926112038874,무료,,없음,,없음,https://www.instagram.com/kirkjufell333,30.8,양호
홍익대학교 박물관,박물관/기념관,전시시설,서울특별시 마포구 와우산로 94,마포구,서교동,11140660,37.5525192523979,126.924990619497,무료,,"토요일, 일요일, 월요일, 공휴일",,02-320-1323,https://museum.hongik.ac.kr/html/,93.4,양호
마포중앙도서관,도서관,도서관,서울특별시 마포구 성산로 128,마포구,성산제1동,11140720,37.5637954434775,126.908201874198,무료,,"매주 월요일, 법정 공휴일",,02-3153-5800,https://mplib.mapo.go.kr/mcl/index.do,70.5,양호
오온,미술관/갤러리,전시시설,"서울 마포구 성미산로11길 25 1F, B1",마포구,성산제1동,11140720,37.5617369167278,126.916169189423,무료,,매주월요일,,0507-1367-2519,https://www.instagram.com/ooooon.kr/,36.0,양호
전쟁과여성인권박물관,박물관/기념관,전시시설,서울특별시 마포구 월드컵북로11길 20,마포구,성산제1동,11140720,37.5600976273155,126.914887108093,유료,,"매주 일요일, 월요일,  1월 1일, 설 연휴, 추석 연휴, 부처님 오신날, 크리스마스(성탄절)",,02-392-5252,https://womenandwarmuseum.net/,35.2,양호
문화비축기지,기타,기타문화,서울특별시 마포구 증산로 87,마포구,성산제2동,11140730,37.571364837277535,126.89425096674894,무료,,연중무휴,,02-376-8410,https://parks.seoul.go.kr/template/sub/culturetank.do,153.8,양호
CJ아지트 광흥창,공연장,공연시설,서울특별시 마포구 창전로 14,마포구,신수동,11140630,37.5442465888293,126.930342267233,유료,,없음,,02-3272-2616,https://www.cjazit.org/cjazit/,91.2,양호
